fid,liansai,Lteam,L进,L失,Rteam,R进,R失,time,平均初盘胜,平均即时胜,平均初盘平,平均即时平,平均初盘负,平均即时负,离散初盘胜,离散即时胜,离散初盘平,离散即时平,离散初盘负,离散即时负,初盘胜,初盘平,初盘负,胜,平,负,平均即时大,平均即时盘口,平均即时小,平均初盘大,平均初盘盘口,平均初盘小,最高即时大,最高即时盘口,最高即时小,最高初盘大,最高初盘盘口,最高初盘小,最低即时大,最低即时盘口,最低即时小,最低初盘大,最低初盘盘口,最低初盘小,赛果
1071007,丹麦杯,维积利,1.8,1.13,哥本哈根,2.27,0.53,2023-04-07 01:30,4.82,5.28,3.58,3.72,1.65,1.61,13.31,78,13.94,22.36,4.6,8.39,0.87,0.89,0.94,0.93,0.93,0.93,0.93,2.38,0.95,0.95,2.48,0.85,0.27,2.5,0.7,0.79,2.5,0.74,1.14,1.5,2.2,1.02,2/2.5,1.03,平局
1083131,土杯,费内巴切,2.13,1.27,开塞利体育,1.6,1.73,2023-04-07 01:30,1.54,1.32,4.04,5.33,5.2,7.43,49.69,15.55,41.52,70.45,93.16,119.69,1.08,0.7,0.65,0.93,0.93,0.93,0.81,3.37,1.1,0.79,2.77,0.99,0.33,3.5,0.74,0.6,3,0.87,0.94,2.5,2.25,0.93,2.5,1.2,主胜
1038451,波甲,斯拉斯克,0.87,1.33,皮亚斯特,1,0.6,2023-04-06 23:59,2.76,3.2,3.1,2.97,2.52,2.33,117.95,44.69,12.6,18.76,104.34,37.61,0.79,0.93,1.04,0.92,0.93,0.92,0.99,1.85,0.89,1.06,2.28,0.77,0.6,2.5,0.36,0.8,2.5,0.57,1.87,1.5,1.2,1.25,2,0.86,客胜
1071009,丹麦杯,维堡,1.73,1.27,奥尔堡,1.47,1.73,2023-04-06 21:00,1.82,1.87,3.44,3.51,3.95,3.82,6.73,6.45,9.37,17.96,25.34,26.72,0.97,0.89,0.82,0.92,0.92,0.92,0.85,2.48,0.95,0.91,2.45,0.88,0.69,2.5,0.83,0.69,2.5,0.74,0.95,2/2.5,1.05,1.07,2/2.5,1.03,主胜
1087847,解放者杯,佩雷拉,1.07,1.47,科洛科洛,1.73,1.07,2023-04-06 10:00,2.5,3.08,3.1,3.11,2.76,2.33,30.85,39.79,11.23,10.65,77.99,19.96,0.76,0.93,1.1,0.93,0.93,0.93,1.03,2.22,0.82,1.1,2.31,0.72,0.8,2.5,0.53,0.95,2.5,0.53,1.3,2,1.1,1.3,2/2.5,0.8,平局
1087811,解放者杯,玻利瓦尔,2.4,1,帕尔梅拉斯,1.67,0.67,2023-04-06 08:30,3.47,2.23,3.34,3.38,2.02,3.25,210.7,441.42,14.19,9.09,37.47,200.46,1.45,0.94,0.61,0.95,0.95,0.95,0.9,2.5,0.91,0.93,2.5,0.85,0.78,2.5,0.84,0.84,2.5,0.76,0.97,2.5,0.96,0.99,2.5,0.92,主胜
1087823,解放者杯,水晶体育,1.47,1,弗鲁米嫩塞,1.93,0.53,2023-04-06 08:30,3.95,4.2,3.44,3.31,1.85,1.87,18.87,21.06,10.63,17.06,11.57,7.63,0.87,0.9,0.96,0.93,0.93,0.93,1.06,2.31,0.78,0.92,2.5,0.85,0.9,2.5,0.57,0.81,2.5,0.77,1.25,2/2.5,0.88,0.99,2.5,0.93,客胜
1087810,解放者杯,波特诺山丘,1.73,1.2,瓜亚基尔,1.4,1.13,2023-04-06 08:00,1.7,1.69,3.48,3.5,4.81,5.12,6.81,5.69,13.03,10.6,45.15,61.08,0.93,0.92,0.89,0.93,0.93,0.93,0.94,2.31,0.88,0.98,2.31,0.82,0.8,2.5,0.67,0.82,2.5,0.6,1.1,2/2.5,0.99,1.2,2/2.5,0.95,主胜
1087786,解放者杯,奥斯卡,1.47,0.93,弗拉门戈,1.8,1.2,2023-04-06 06:00,5.05,3.63,3.82,3.39,1.6,2.02,84.51,228.51,21.6,29,6.74,54.85,1.31,1.06,0.75,0.94,0.94,0.94,0.98,2.5,0.84,0.85,2.5,0.93,0.87,2.5,0.78,0.78,2.5,0.8,1.11,2.5,0.89,0.9,2.5,0.98,主胜
1087871,解放者杯,帕特罗纳图,1.33,0.8,国民竞技,1.2,0.73,2023-04-06 06:00,3.74,3.72,3.15,3.09,2.02,2.08,74.06,30.73,22.29,13.48,23.05,10.83,0.94,0.95,0.9,0.93,0.93,0.93,1.08,2.13,0.79,1,2.13,0.83,0.79,2.5,0.43,0.78,2.5,0.44,1.6,2,0.96,1.58,2,0.98,客胜
1050421,葡超,维森特,1.33,0.87,里斯本竞技,2.07,0.8,2023-04-06 03:15,6.11,7.52,4.21,4.77,1.48,1.37,39.6,82.04,15.25,19.69,8.63,9.6,0.82,0.86,0.98,0.93,0.94,0.93,0.84,2.77,1.01,0.91,2.69,0.91,0.57,3,0.75,0.7,2.5/3,0.81,1.17,2.5,1.3,1.03,2.5,1.05,平局
1085894,法国杯,南特,0.87,1.47,里昂,1.6,0.93,2023-04-06 03:10,3.25,3.4,3.37,3.37,2.1,2.1,13.37,20.28,14.23,12.27,7.32,14.98,0.92,0.92,0.93,0.94,0.94,0.94,1.05,2.53,0.79,0.85,2.5,0.94,0.8,3,0.47,0.76,2.5,0.84,1.75,2.5,0.87,0.93,2.5,1.02,主胜
1039157,英超,西汉姆联,1.47,1,纽卡斯尔联,1,0.87,2023-04-06 03:00,2.89,3.33,3.39,3.27,2.46,2.31,91.79,142.59,9.52,12.55,175.96,142.47,0.83,0.97,1.05,0.96,0.96,0.96,1.07,2.31,0.81,0.92,2.34,0.91,0.9,2.5,0.57,0.78,2.5,0.67,1.25,2/2.5,0.9,1.1,2/2.5,1.06,客胜
1039334,英超,曼彻斯特联,1.87,1.2,布伦特福德,1.67,1,2023-04-06 03:00,1.6,1.62,4.19,4.22,5.09,5.19,4.9,4.62,13.69,9.64,27.1,24.55,0.93,0.97,0.95,0.95,0.96,0.96,0.94,2.88,0.95,0.86,2.69,0.99,0.53,3,0.81,0.61,2.5/3,0.9,1.09,2.5,1.33,0.96,2.5,1.17,主胜
1078822,西班牙杯,巴塞罗那,1.53,0.47,皇家马德里,2.27,0.8,2023-04-06 03:00,2.19,2.48,3.39,3.43,3.1,2.76,8.41,35.28,15.68,13.51,21.34,42.08,0.89,0.94,0.98,0.95,0.95,0.95,0.82,2.52,1,0.88,2.5,0.92,0.69,2.5/3,0.72,0.75,2.5,0.81,0.98,2.5,1.08,0.94,2.5,0.97,客胜
1083902,意杯,科雷蒙尼斯,1.07,1.93,佛罗伦萨,1.73,0.73,2023-04-06 03:00,3.69,5.17,3.48,3.77,1.95,1.68,40.84,173.48,11.99,25.94,28.16,54.6,0.73,0.9,1.06,0.95,0.95,0.95,0.99,2.5,0.84,0.99,2.5,0.81,0.88,2.5,0.73,0.89,2.5,0.73,1.08,2.5,0.9,1.06,2.5,0.85,客胜
1087567,德国杯,莱比锡红牛,1.8,1.4,多特蒙德,2.67,1.2,2023-04-06 02:45,2.22,2.01,3.62,3.69,2.84,3.41,7.83,24.51,14.59,13.67,10.56,61.87,0.92,0.93,0.94,0.94,0.94,0.94,0.94,2.7,0.9,0.85,3,0.99,0.62,3,0.65,0.5,3.5,0.55,1.33,2.5,1.15,1.29,2.5,1.4,主胜
1085329,俄杯,莫斯科中央陆军,1.27,0.8,苏维埃之翼,1.27,1.53,2023-04-06 00:30,1.68,1.69,3.78,3.63,4.42,4.89,7.14,8.79,20.31,15.63,41.4,30.35,0.94,0.92,0.87,0.93,0.93,0.93,0.84,2.27,0.98,0.84,2.5,0.93,0.7,2.5,0.79,0.74,2.5,0.86,0.92,2/2.5,1.07,0.92,2.5,0.97,主胜
1087566,德国杯,纽伦堡,0.93,1.33,斯图加特,1.13,1.73,2023-04-05 23:59,4.8,4.76,3.65,3.54,1.68,1.75,21.62,36.08,17.24,15.02,4.6,11.7,0.93,0.95,0.92,0.93,0.94,0.94,0.96,2.31,0.86,0.91,2.5,0.9,0.8,2.5,0.6,0.82,2.5,0.8,1.2,2/2.5,1.01,1,2.5,0.95,客胜
1083153,芬超,科特卡,1.87,1.4,AC奥卢,1.4,1,2023-04-05 23:00,2.35,2.61,3.42,3.24,2.73,2.59,36.55,17.29,14.05,16.41,71.41,18.79,0.83,0.98,0.98,0.93,0.93,0.93,0.98,2.32,0.85,0.92,2.68,0.89,0.82,2.5,0.61,0.69,2.5/3,0.81,1.15,2/2.5,0.95,1.05,2.5,1.05,客胜
1083155,芬超,玛丽港,1.67,1.73,埃尔维斯,1.4,1,2023-04-05 23:00,2.32,2.72,3.48,3.27,2.73,2.47,31.43,34.47,16.35,16.17,84.6,24.43,0.81,0.96,1.03,0.93,0.93,0.93,0.92,2.37,0.91,0.89,2.68,0.92,0.78,2.5,0.7,0.67,2.5/3,0.8,1.16,2/2.5,1.07,1,2.5,1.05,平局
1083156,芬超,塞那乔恩,1.27,1.4,哈卡,1.27,0.93,2023-04-05 23:00,2.09,2.32,3.4,3.24,3.16,2.96,9.8,29.39,24.37,14.17,13.68,18.83,0.87,0.97,0.95,0.93,0.93,0.93,0.94,2.33,0.89,0.88,2.52,0.93,0.84,2.5,0.67,0.78,2.5/3,0.72,1.1,2/2.5,1.04,1.04,2.5,1.05,主胜
1083047,日联杯,磐田喜悦,1.27,1.47,鸟栖沙岩,0.87,1.47,2023-04-05 18:00,3.16,2.42,3.23,3.29,2.15,2.83,27.68,158.74,11.49,36.62,6.08,143.49,0.95,0.92,0.89,0.93,0.93,0.94,0.82,2.67,1.02,0.89,2.31,0.92,0.6,2.5/3,0.73,0.75,2.5,0.67,1,2.5,1.2,1.05,2/2.5,1.04,客胜
1083059,日联杯,川崎前锋,1.87,1.67,浦和红钻,1.27,1.6,2023-04-05 18:00,2.13,2.41,3.23,3.17,3.19,2.83,10.79,18.33,11.85,11.02,28.31,24.85,0.9,0.89,0.96,0.92,0.92,0.92,0.88,2.31,0.95,0.95,2.36,0.87,0.8,2.5,0.7,0.76,2.5,0.67,1.05,2/2.5,1.1,1.14,2/2.5,1.04,平局
1083060,日联杯,湘南海洋,1.47,0.87,清水鼓动,1.13,1.53,2023-04-05 18:00,1.9,2.02,3.39,3.37,3.68,3.42,7.06,8.31,13.63,11.61,20.13,20.53,0.9,0.91,0.94,0.92,0.92,0.92,0.91,2.5,0.91,0.97,2.5,0.83,0.78,2.5,0.8,0.84,2.5,0.75,0.98,2.5,0.98,1.07,2.5,0.91,主胜
1083071,日联杯,神户胜利船,1.67,0.67,广岛三箭,1.47,1.33,2023-04-05 18:00,2.55,4.77,3.16,3.64,2.6,1.75,5.58,441.47,9.22,41.53,17.55,274.38,0.73,0.88,1.14,0.95,0.95,0.95,0.99,2.5,0.83,0.92,2.36,0.88,0.85,2.5,0.75,0.77,2.5,0.66,1.06,2.5,0.88,1.08,2/2.5,1.04,客胜
1083083,日联杯,新泻天鹅,1.4,1,柏太阳神,0.87,1.73,2023-04-05 18:00,2.33,2.4,3.18,3.14,2.88,2.86,32.94,7.46,8.16,9.35,52.03,11.25,0.91,0.91,0.94,0.92,0.92,0.92,1.02,2.31,0.82,0.97,2.36,0.85,0.81,2.5,0.6,0.77,2.5,0.62,1.2,2/2.5,0.92,1.2,2/2.5,1,主胜
1083084,日联杯,鹿岛鹿角,1,1.07,福冈黄蜂,1.33,1.07,2023-04-05 18:00,1.88,1.68,3.22,3.4,4.05,5.2,21.22,13.39,7.86,14.17,38.69,62.05,1,0.88,0.79,0.92,0.93,0.92,0.94,2.13,0.92,0.99,2.23,0.85,0.7,2.5,0.5,0.7,2.5,0.56,1.4,2,1.09,1.3,2,1.08,主胜
1083095,日联杯,大阪钢巴,1.2,1.33,东京FC,1.47,1,2023-04-05 18:00,2.96,2.11,3.22,3.28,2.25,3.44,16.14,205.16,18.83,14.68,9.1,173.25,0.87,0.93,0.93,0.94,0.93,0.94,0.92,2.31,0.92,0.93,2.42,0.89,0.81,2.5,0.67,0.8,2.5,0.67,1.1,2/2.5,1.05,1.1,2/2.5,0.98,主胜
1083096,日联杯,京都不死鸟,0.93,1.4,大阪樱花,1.07,1.13,2023-04-05 18:00,4.18,3.74,3.45,3.32,1.78,1.95,33.73,39.39,26.71,20.67,7.34,16.83,1,0.98,0.85,0.92,0.93,0.92,0.97,2.48,0.85,0.95,2.48,0.85,0.8,2.5,0.7,0.76,2.5,0.7,1.05,2/2.5,1.11,1.06,2/2.5,0.93,主胜
1087748,南俱杯,百万富翁,1.33,1,防御与正义,1.53,0.87,2023-04-05 10:00,1.87,1.55,3.29,3.76,4.07,6.04,28.72,19.9,8.2,20.47,45.52,92.88,1.12,0.81,0.63,0.93,0.93,0.93,0.95,2.31,0.87,0.91,2.22,0.91,0.84,2.5,0.63,0.64,2.5,0.57,1.13,2/2.5,0.98,1.3,2,1.25,主胜
1087799,解放者杯,麦罗波利,0.67,0.87,乌拉圭民族,1.47,0.93,2023-04-05 10:00,3.88,3.61,3.27,3.1,1.92,2.11,37.37,35.77,12.39,13.93,8,20.49,1,0.98,0.85,0.93,0.93,0.93,1.02,2.16,0.83,1.07,2.31,0.74,0.85,2.5,0.5,0.88,2.5,0.53,1.4,2,1.02,1.3,2/2.5,0.88,客胜
1087798,解放者杯,麦德林独立,1.2,1,巴西国际,1.6,0.53,2023-04-05 08:00,2.84,3.02,3.08,3,2.48,2.45,21.37,15.18,12.55,9.82,23.87,10.96,0.89,0.93,0.96,0.93,0.93,0.93,1.06,2.13,0.82,0.98,2.16,0.86,0.74,2.5,0.45,0.73,2.5,0.45,1.55,2,0.99,1.55,2,1.06,平局
1088017,美冠杯,费城联合,1.87,0.93,阿特拉斯,1.6,1.53,2023-04-05 08:00,1.67,1.79,3.58,3.31,4.8,4.35,19.96,9.52,20.11,11.16,81.35,23.67,0.88,0.94,1,0.92,0.92,0.92,1.02,2.3,0.8,0.93,2.5,0.87,0.65,2.5,0.57,0.87,2.5,0.73,1.25,2,0.95,0.96,2.5,0.96,主胜
1087835,解放者杯,阿根廷青年人,1.33,0.4,约森独立队,1.33,0.53,2023-04-05 06:00,1.86,1.62,3.27,3.65,4.17,5.49,25.92,11.13,9.26,17.18,40.01,58.38,1.02,0.88,0.75,0.93,0.93,0.93,0.91,2.3,0.92,0.91,2.13,0.91,0.72,2.5,0.67,0.7,2.5,0.53,1.1,2,1.05,1.38,2,1.07,主胜
1087859,解放者杯,利马联盟,1.67,0.6,巴拉纳竞技,2.33,0.6,2023-04-05 06:00,3.69,3.3,3.23,3.11,1.99,2.23,93.03,35.56,13.93,9.78,18.86,15.16,1.08,0.95,0.82,0.93,0.93,0.93,0.98,2.17,0.88,0.98,2.31,0.82,0.79,2.5,0.5,0.83,2.5,0.5,1.4,2,1.09,1.4,2/2.5,0.93,平局
1039161,英超,切尔西,0.73,1.13,利物浦,1.33,1.4,2023-04-05 03:00,2.55,2.23,3.48,3.51,2.65,3.24,25.14,93.65,9.54,8.84,16.9,116.37,0.99,0.95,0.89,0.96,0.96,0.96,0.93,2.53,0.93,0.92,2.65,0.91,0.75,2.5/3,0.76,0.71,2.5/3,0.75,1.19,2.5,0.99,1.05,2.5,1.05,平局
1078823,西班牙杯,毕尔巴鄂竞技,1.07,1.07,奥萨苏纳,0.6,0.87,2023-04-05 03:00,1.62,1.53,3.62,3.85,5.62,6.76,7.53,11.25,11.33,20.84,24.36,82.78,0.96,0.92,0.87,0.94,0.94,0.94,1.06,2.31,0.79,1.08,2.31,0.75,0.9,2.5,0.57,0.91,2.5,0.57,1.3,2/2.5,0.89,1.3,2/2.5,0.83,主胜
1083901,意杯,尤文图斯,1.8,0.73,国际米兰,1,0.53,2023-04-05 03:00,2.48,2.5,3.26,3.13,2.77,2.95,33.23,18.89,14.3,12.64,27.7,23.54,1.01,0.97,0.82,0.94,0.94,0.94,1.09,2.31,0.77,0.94,2.31,0.87,0.95,2.5,0.54,0.78,2.5,0.5,1.3,2/2.5,0.88,1.4,2/2.5,0.99,平局
1039149,英超,伯恩茅斯,0.73,1.87,布赖顿,2.4,1.07,2023-04-05 02:45,4.24,5.59,3.49,4.16,1.86,1.6,45.16,73.17,10.09,41.63,27.57,34.1,0.74,0.82,1.1,0.96,0.96,0.96,1.17,2.7,0.88,0.97,2.42,0.85,0.61,4.5,0.04,0.69,2.5,0.7,6,2/2.5,1.17,1.16,2/2.5,1.06,客胜
1039152,英超,利兹联,1.4,1.6,诺丁汉森林,0.87,1.73,2023-04-05 02:45,1.82,1.72,3.66,3.79,4.31,4.94,8.04,15.07,21.41,13.27,18.07,60.5,0.97,0.95,0.9,0.96,0.95,0.96,0.86,2.53,0.99,0.87,2.56,0.95,0.6,3,0.79,0.73,2.5/3,0.81,1,2.5,1.27,1.04,2.5,1.05,主胜
1039153,英超,莱切斯特城,1.07,1.53,阿斯顿维拉,1.47,1.33,2023-04-05 02:45,2.42,2.58,3.41,3.38,2.86,2.74,7.43,21.88,9.43,7.2,10.02,18.1,0.93,0.95,0.97,0.95,0.95,0.95,0.94,2.5,0.92,0.88,2.57,0.96,0.8,2.5,0.73,0.77,2.5/3,0.81,1,2.5,1.04,1.04,2.5,1.06,客胜
1087565,德国杯,拜仁慕尼黑,2.53,1.33,弗赖堡,1.27,1.53,2023-04-05 02:45,1.29,1.17,5.56,7.43,8.63,14.89,11.43,11.6,39.84,120.85,72.39,373.81,1.01,0.79,0.65,0.94,0.95,0.95,0.88,3.31,1.01,0.87,3.33,1,0.36,3.5,0.79,0.36,3.5,0.8,1.06,2.5,1.87,1.05,2.5,1.9,客胜
1087564,德国杯,法兰克福,1.33,1.4,柏林联合,1.47,1,2023-04-04 23:59,2.27,2.01,3.15,3.27,3.16,3.91,8.21,37.53,13.07,12.89,13.52,79.25,0.97,0.95,0.86,0.94,0.94,0.94,1.05,2.3,0.79,0.99,2.3,0.84,0.72,2.5,0.57,0.72,2.5,0.59,1.3,2,0.98,1.2,2,0.98,主胜
1073021,阿甲,科尔多瓦中央SDE,0.8,1.47,兵工厂,0.93,1.13,2023-04-04 08:30,1.9,2.07,3.21,3.08,4.02,3.72,9.23,13.97,16.99,15.18,45.04,37,0.89,0.94,0.97,0.92,0.94,0.93,0.99,2.25,0.87,1.08,2.31,0.75,0.38,2.5,0.53,0.92,2.5,0.55,1.3,1.5,1.7,1.3,2/2.5,0.86,主胜
1073020,阿甲,贝尔格拉诺,1.27,0.93,萨米恩托,1,1.27,2023-04-04 07:00,1.98,2.09,3.16,3.02,3.81,3.76,7.19,9.54,12.45,14.18,29.26,27.25,0.93,0.94,0.89,0.93,0.93,0.93,1.06,2.06,0.83,1.08,2.28,0.76,0.47,2.5,0.44,0.72,2.5,0.49,1.63,1.5,1.4,1.43,2,1.02,平局
1050426,葡超,法马利康,1.33,1.07,阿罗卡,1.2,1.33,2023-04-04 03:15,2.04,1.95,3.18,3.34,3.63,3.88,16.94,8.84,9.07,12.11,48.39,40.88,0.97,0.9,0.87,0.93,0.94,0.93,1.03,2.31,0.82,0.98,2.13,0.87,0.9,2.5,0.58,0.77,2.5,0.5,1.22,2/2.5,0.92,1.4,2,1.05,客胜
1039373,英超,埃弗顿,1.13,1.8,托特纳姆热刺,1.27,1.13,2023-04-04 03:00,3.46,3.61,3.34,3.3,2.11,2.12,17.18,21.8,12.24,4.02,9.62,7.7,0.95,0.96,0.93,0.95,0.95,0.95,0.96,2.31,0.89,0.93,2.31,0.92,0.89,2.5,0.61,0.84,2.5,0.62,1.15,2/2.5,1,1.15,2/2.5,1.03,平局
1043653,西甲,巴伦西亚,0.93,1.2,巴列卡诺,0.8,1.2,2023-04-04 03:00,2.1,2.07,3.15,3.23,3.7,3.85,8.59,5.47,9.51,7.94,19.37,16.98,0.91,0.95,0.98,0.95,0.95,0.95,1.09,2.31,0.79,0.94,2.13,0.93,0.98,2.5,0.57,0.78,2.5,0.53,1.3,2/2.5,0.89,1.35,2,1.07,平局
1044497,意甲,萨索洛,1.47,1.53,都灵,1.2,1.27,2023-04-04 02:45,2.52,2.47,3.19,3.24,2.83,2.96,7.31,6.62,16.31,6.92,9.83,7.1,0.98,0.94,0.9,0.96,0.94,0.95,0.88,2.31,0.97,0.9,2.31,0.94,0.8,2.5,0.69,0.81,2.5,0.69,1.05,2/2.5,1.1,1.1,2/2.5,1.05,平局
1057672,法乙,甘冈,1.33,1.33,波尔多,1.53,1.2,2023-04-04 02:45,3,3.26,3.15,3.25,2.31,2.17,17.91,23.2,7.43,9.6,18.57,12.45,0.8,0.93,1.01,0.92,0.94,0.93,0.93,2.31,0.9,0.99,2.31,0.82,0.76,2.5,0.67,0.83,2.5,0.6,1.1,2/2.5,1.02,1.2,2/2.5,0.92,客胜
1040742,荷乙,阿尔梅勒城,1.2,1,乌德勒支青年队,1,1.73,2023-04-04 02:00,1.33,1.35,4.93,4.98,7.63,7.41,5.86,2.56,22.64,28.75,162.78,59.33,0.9,0.94,1.01,0.93,0.93,0.93,0.82,2.92,1.02,0.82,2.78,0.97,0.5,3.5,0.57,0.6,3.5,0.52,1.25,2.5,1.4,1.35,2.5,1.2,主胜
1040779,荷乙,阿贾克斯青年队,1.47,2.07,多德勒支,0.73,1.87,2023-04-04 02:00,1.56,1.46,4.24,4.72,4.65,5.41,11.16,10.52,14.25,28.25,26.98,57.94,0.95,0.87,0.88,0.92,0.92,0.92,0.86,3.22,0.99,0.83,3.09,0.98,0.4,3.5,0.74,0.4,3.5,0.65,1.16,2.5,1.75,1.05,2.5,1.7,主胜
1040781,荷乙,埃因霍温青年队,1.87,1.47,罗达JC,1.07,1.2,2023-04-04 02:00,2.71,2.52,3.4,3.45,2.34,2.53,7.46,37.41,12.84,13.51,5.81,35.21,0.95,0.94,0.88,0.92,0.93,0.92,0.92,2.67,0.89,0.92,2.64,0.85,0.66,2.5/3,0.7,0.7,2.5/3,0.61,1.05,2.5,1.09,1.06,2.5,1.02,主胜
1073883,瑞典超,埃尔夫斯堡,2.07,1.27,赫根,2.67,0.87,2023-04-04 01:10,2.73,2.5,3.57,3.62,2.3,2.53,14.07,35,20.97,14.88,13.92,42.68,0.9,0.92,0.95,0.94,0.93,0.93,0.95,3,0.91,0.8,2.72,1.03,0.53,3.5,0.55,0.54,3,0.8,1.3,2.5,1.38,0.99,2.5,1.3,客胜
1038442,波甲,史塔麦列克,0.6,0.87,乔治罗尼亚,1.13,1.6,2023-04-04 01:00,2.36,2.39,3.21,3.26,2.8,2.8,7.56,9.95,9.18,12.22,7.25,10.36,0.91,0.91,0.92,0.92,0.92,0.92,0.94,2.5,0.89,0.92,2.5,0.9,0.87,2.5,0.8,0.82,2.5,0.8,0.98,2.5,0.93,0.98,2.5,0.96,平局
1073882,瑞典超,米亚尔比,1.33,1.27,瓦尔贝里,1.27,2.07,2023-04-04 01:00,1.91,1.69,3.38,3.51,3.8,5.29,8.39,40.19,11.54,15.25,19.13,160.47,0.96,0.93,0.84,0.94,0.94,0.94,1.06,2.31,0.78,0.99,2.47,0.82,0.85,2.5,0.57,0.77,2.5,0.7,1.3,2/2.5,0.85,1.06,2/2.5,1.07,平局
1084033,瑞典甲,奥尔格里特,1.53,1.4,埃斯基尔斯蒂纳,0.93,1.4,2023-04-04 01:00,2.03,2.03,3.51,3.46,3.28,3.34,44.25,11.47,16.22,13.54,84.92,24.89,0.96,0.91,0.88,0.93,0.92,0.92,0.91,2.66,0.92,0.86,2.7,0.96,0.67,2.5/3,0.82,0.65,2.5/3,0.82,1.02,2.5,1.16,0.95,2.5,1.1,平局
1044492,意甲,恩波利,1,1.33,莱切,0.93,1.13,2023-04-04 00:30,2.36,2.63,3.08,2.98,3.16,2.97,3.97,14.46,11.93,6.96,11.52,10.02,0.88,0.97,0.98,0.95,0.95,0.95,0.96,2.14,0.91,1.05,2.23,0.81,0.8,2.5,0.53,0.75,2.5,0.5,1.38,2,1.1,1.37,2,1.12,主胜
1087355,罗甲,米奥文尼,0.87,1.67,辛迪泰哥维斯特,0.8,1.67,2023-04-03 22:30,2.56,3,2.94,2.9,2.73,2.43,21.03,24.36,14.88,10.2,31.1,20.77,0.84,0.92,0.98,0.95,0.89,0.92,1,2.04,0.87,1,2.05,0.84,0.45,2.5,0.44,0.5,2.5,0.44,1.55,1.5,1.45,1.63,1.5,1.3,客胜
1040253,荷甲,鹿特丹斯巴达,1.4,0.93,费耶诺德,2.27,1,2023-04-02 20:30,5.06,5.86,3.83,4.06,1.62,1.54,26.88,56.69,20.05,19.14,11.38,10.34,0.82,0.89,0.98,0.94,0.94,0.94,0.89,2.69,0.94,0.92,2.72,0.9,0.64,2.5/3,0.77,0.64,3,0.75,0.99,2.5,1.12,1.14,2.5,1.12,客胜
1040254,荷甲,乌德勒支,1.6,1.73,福伦丹,1.47,1.8,2023-04-02 20:30,1.4,1.4,4.81,4.94,6.5,6.55,5.74,4.66,23.55,18.44,36.49,32.88,0.94,0.91,0.93,0.94,0.94,0.94,0.94,3.19,0.92,0.83,3.02,1.01,0.44,3.5,0.65,0.5,3.5,0.55,1.1,2.5,1.63,1.3,2.5,1.45,平局
1042795,瑞士超,草蜢,1.33,1.4,卢加诺,1.53,1.13,2023-04-02 20:15,2.56,2.68,3.3,3.33,2.53,2.46,10.38,12.24,16.24,10.34,12.43,8.75,0.89,0.92,0.95,0.93,0.93,0.92,0.86,2.5,0.98,0.9,2.52,0.91,0.8,2.5,0.85,0.81,2.5/3,0.83,0.91,2.5,1.02,0.96,2.5,0.99,主胜
1043648,西甲,维戈塞尔塔,1.53,0.73,阿尔梅里亚,1,1.8,2023-04-02 20:00,1.6,1.52,4,4.22,5.3,6.36,4.74,7.82,9.71,16.55,11.45,54.23,0.98,0.92,0.84,0.95,0.95,0.95,0.85,2.5,0.99,0.83,2.5,0.99,0.76,2.5,0.91,0.76,2.5,0.88,0.91,2.5,1.03,0.88,2.5,1.05,平局
1041161,苏超,罗斯郡,0.87,1.27,凯尔特人,3.27,0.53,2023-04-02 19:00,13.94,16.38,7.23,8.08,1.15,1.13,128.57,206.56,43.27,89.04,3.5,3.52,0.8,0.84,0.95,0.93,0.93,0.94,0.83,3.31,1.1,0.87,3.23,0.99,1,2.5,2.05,1.03,2.5,1.87,0.33,3.5,0.83,0.36,3.5,0.75,客胜
1041466,法甲,里尔,1.87,1,洛里昂,1.53,1.07,2023-04-02 19:00,1.37,1.38,5.04,5.06,7.43,7.55,4.4,4.06,19.66,16.67,43.89,43.75,0.94,0.94,0.92,0.95,0.95,0.95,0.87,2.94,1,0.89,2.94,0.97,0.53,3.5,0.55,0.53,3.5,0.55,1.35,2.5,1.37,1.35,2.5,1.35,主胜
1045896,俄超,希姆基,1,2.47,克拉斯诺达尔,1.53,1.6,2023-04-02 19:00,4.04,4.19,3.8,3.81,1.77,1.75,70.45,36.61,26.82,22.43,18.76,14.12,0.91,0.93,0.93,0.93,0.93,0.93,0.87,2.73,0.99,0.89,2.75,0.95,0.63,2.5/3,0.9,0.63,3,0.67,0.92,2.5,1.13,1.13,2.5,1.13,客胜
1045897,俄超,苏维埃之翼,1.27,1.6,奥伦堡加索维克,2.53,1.73,2023-04-02 19:00,1.98,1.97,3.67,3.68,3.32,3.41,16.03,14.6,20,25.4,25.62,15.51,0.93,0.95,0.9,0.93,0.93,0.93,0.84,2.73,1.01,0.85,2.8,0.98,0.66,2.5/3,0.87,0.66,3,0.82,0.89,2.5,1.08,1.05,2.5,1.09,平局
1040778,荷乙,登博思,1.07,2.93,威廉二世,2,1.13,2023-04-02 18:15,5.99,7.14,4.37,4.7,1.44,1.37,35.08,87.29,17.27,24.71,9.62,6.62,0.78,0.86,0.97,0.92,0.92,0.93,0.85,3.02,0.98,0.82,2.88,0.97,1.2,2.5,1.45,1.1,2.5,1.4,0.5,3.5,0.55,0.5,3.5,0.65,客胜
